Brand;Model;Vechime;Tip de combustibil;Tip de transmisie;Capacitatea motorului;Putere motor;KM;Pãr?i înlocuite;Pãr?i vopsite;Pre?
Skoda;SuperB;0;Motorinã;Automatã;1400;138;20752;0;0;375000
Volkswagen;Golf;4;Benzinã;Manualã;1400;75;62906;0;0;140000
Audi;A3;0;Benzinã;Automatã;1400;113;14000;0;0;171500
Renault;Clio;2;Motorinã;Manualã;1500;88;14000;0;5;143750
Opel;Corsa;0;Motorinã;Manualã;1400;90;90000;0;0;175500
Citroen;C3;0;Benzinã;Manualã;1200;85;75000;0;0;117500
Volkswagen;Polo;5;Motorinã;Automatã;1400;88;10000;0;0;165500
Volkswagen;Polo;7;Benzinã;Manualã;1400;113;16000;0;4;281500
Hyundai;i20;1;Benzinã;Automatã;1200;88;10;0;0;175500
Toyota;Corolla;0;Benzinã;Automatã;1600;113;12000;0;0;281500
Renault;Clio;0;Motorinã;Manualã;1400;88;7000;0;0;202500
Toyota;Corolla;0;Benzinã;Automatã;1600;113;23515;0;0;311500
Renault;Clio;0;Benzinã;Automatã;1200;88;23000;0;0;149750
Ford;Focus;0;Motorinã;Automatã;1400;105;289000;0;0;98900
Nissan;Micra;2;Benzinã;Automatã;1200;88;0;0;1;199900
Renault;Fluence;9;Motorinã;Manualã;1500;138;0;1;7;274900
Suzuki;Swift;0;Benzinã;Automatã;1200;84;143412;0;0;72500
Volkswagen;Polo;0;Benzinã;Automatã;1200;95;24920;0;0;144000
Chevrolet;Aveo;10;Benzinã;Manualã;1200;136;115000;0;0;169500
Fiat;Egea;1;Motorinã;Manualã;1200;90;91000;0;0;139500
Opel;Astra;4;Motorinã;Automatã;1600;88;11000;0;1;119000
Hyundai;i20;3;Motorinã;Manualã;1400;100;74759;0;0;152900
Peugeot;301;1;Benzinã;Manualã;1200;90;39500;0;0;119500
Hyundai;i20;5;Benzinã;Automatã;1400;88;7798;1;0;182900
Dacia;Logan;1;Benzinã;Manualã;900;132;17420;0;0;237000
Volkswagen;Polo;1;Benzinã;Automatã;1200;100;110073;0;0;136000
Toyota;Corolla;1;Benzinã;Automatã;1600;93;71861;1;1;117500
Opel;Corsa;5;Benzinã;Automatã;1400;120;92533;0;4;182000
Peugeot;301;3;Motorinã;Manualã;1600;120;116783;0;0;171500
Ford;Focus;5;Motorinã;Automatã;1500;110;199900;0;3;199900
Ford;Focus;4;Motorinã;Automatã;1500;110;111201;0;0;159900
Volkswagen;Golf;2;Benzinã;Manualã;1000;88;67280;0;0;113900
Renault;Fluence;5;Motorinã;Automatã;1500;110;93000;0;0;244900
Opel;Corsa;10;Benzinã;Automatã;1200;80;90250;0;0;60000
Audi;A3;4;Motorinã;Automatã;1600;138;10400;0;0;190000
Fiat;Albea;15;Benzinã;Manualã;1200;127;109200;0;4;169000
Renault;Megane;1;Benzinã;Manualã;1200;138;88560;0;0;179000
Hyundai;Elantra;2;Benzinã;Manualã;1600;136;120000;0;2;223900
Toyota;Corolla;6;Benzinã;Automatã;1400;65;61000;0;0;23900
Opel;Insignia;5;Motorinã;Automatã;1600;100;41615;0;3;149000
Tofaþ;Murat;46;Benzinã;Manualã;1200;156;88470;0;0;445000
Hyundai;Accent;3;Benzinã;Manualã;1400;93;105904;0;0;111500
Mercedes;C;3;Benzinã;Automatã;1600;88;135150;0;1;91500
Peugeot;301;3;Motorinã;Manualã;1600;120;172390;0;0;244000
Ford;Focus;11;Motorinã;Manualã;1400;100;84500;5;1;123900
Volkswagen;Passat;3;Motorinã;Automatã;1600;113;16227;0;0;286500
Opel;Corsa;9;Benzinã;Automatã;1400;113;2035;0;0;316500
Ford;Focus;1;Benzinã;Automatã;1400;152;17000;0;0;349900
Ford;Focus;0;Motorinã;Automatã;1400;90;49000;0;0;149750
Volvo;S60;2;Benzinã;Automatã;1500;120;100352;0;1;189500
Dacia;Sandero;3;Motorinã;Automatã;1500;113;34664;0;0;299000
Ford;Focus;5;Motorinã;Automatã;1500;413;17727;0;0;950000
Ford;Focus;2;Motorinã;Automatã;1400;75;41020;1;1;149950
Aston;DB7;19;Benzinã;Automatã;5500;75;43300;0;0;149850
Renault;Clio;1;Motorinã;Manualã;1500;113;203000;0;0;157000
Renault;Clio;1;Motorinã;Manualã;1500;113;25000;0;1;285750
Ford;C-Max;5;Motorinã;Manualã;1400;75;46486;1;1;137900
Toyota;Corolla;0;Benzinã;Automatã;1600;90;45238;0;0;141900
Renault;Clio;8;Motorinã;Manualã;1500;136;50525;1;1;176500
Seat;Ibiza;4;Benzinã;Manualã;1200;105;48506;0;0;206000
Opel;Astra;3;Motorinã;Automatã;1600;110;79500;0;1;202900
Volkswagen;Golf;4;Motorinã;Automatã;1600;75;125122;0;5;120750
Volkswagen;Golf;5;Benzinã;Automatã;1200;88;22109;0;0;167750
Renault;Clio;3;Motorinã;Manualã;1500;88;18500;1;0;143750
Hyundai;i20;2;Benzinã;Automatã;1200;136;29000;0;0;317500
Citroen;C3;0;Benzinã;Manualã;1200;136;82000;0;0;440500
BMW;1;1;Benzinã;Automatã;1500;115;4000;0;0;293500
Mercedes;C;3;Motorinã;Automatã;1600;90;108500;0;0;137000
Seat;Leon;1;Motorinã;Automatã;1600;93;54617;0;0;126900
Hyundai;i20;3;Motorinã;Manualã;1400;88;74781;0;2;138000
Citroen;C-Elysee;3;Motorinã;Manualã;1600;138;39414;0;0;548900
Fiat;Egea;2;Motorinã;Manualã;1400;113;82609;0;1;188900
Audi;A5;3;Benzinã;Automatã;1200;120;66369;0;0;302900
Seat;Leon;3;Motorinã;Automatã;1400;120;153023;0;0;256900
Volkswagen;Passat;3;Motorinã;Automatã;1600;95;84990;0;0;125900
Volkswagen;Passat;3;Motorinã;Automatã;1600;90;88437;0;0;162000
Fiat;Egea;2;Motorinã;Manualã;1200;83;13302;0;0;156000
Renault;Clio;2;Motorinã;Manualã;1500;113;136000;0;0;139900
Citroen;C3;0;Benzinã;Manualã;1200;75;212000;0;0;78000
Renault;Fluence;7;Motorinã;Manualã;1400;113;0;0;2;405000
Fiat;Punto;9;Motorinã;Manualã;1200;124;175000;2;2;115000
Volkswagen;Passat;0;Motorinã;Automatã;1400;111;148000;0;0;70000
Toyota;Auris;12;Benzinã;Automatã;1600;95;113500;3;4;103000
Citroen;C4;12;Motorinã;Manualã;1600;113;19200;1;8;445000
Fiat;Linea;3;Motorinã;Manualã;1200;116;10800;1;2;397000
Mercedes;A;1;Motorinã;Automatã;1400;105;36800;0;0;185000
Mercedes;A;0;Motorinã;Automatã;1500;113;15000;0;0;194900
Volkswagen;Golf;8;Benzinã;Automatã;1200;116;49000;1;1;356900
Fiat;Egea;0;Motorinã;Automatã;1400;113;60000;0;0;242900
Audi;A3;2;Motorinã;Automatã;1600;113;43650;0;0;157500
Volkswagen;New;4;Benzinã;Automatã;1200;152;78000;0;0;269950
Ford;Fiesta;4;Benzinã;Automatã;1400;113;85488;1;1;123900
Volvo;V40;3;Benzinã;Automatã;1500;132;1700;0;4;257000
Volkswagen;Golf;15;Benzinã;Automatã;1400;136;66000;0;1;257000
Toyota;Corolla;1;Benzinã;Manualã;1600;95;48025;0;0;142400
Opel;Insignia;3;Motorinã;Automatã;1600;140;760;1;8;221500
Fiat;Egea;1;Motorinã;Manualã;1200;80;56844;0;1;129750
Renault;Megane;0;Benzinã;Automatã;1300;110;80000;0;0;175000
Volkswagen;Polo;8;Benzinã;Manualã;1400;113;220450;1;0;166900
Ford;C-Max;7;Motorinã;Manualã;1600;112;5;0;0;193750
Audi;A4;10;Benzinã;Automatã;1600;115;57500;0;0;251750
Citroen;C3;0;Benzinã;Automatã;1200;95;88620;0;0;127500
Skoda;Octavia;1;Motorinã;Automatã;1600;122;17083;0;1;236500
Fiat;Egea;3;Motorinã;Manualã;1300;105;124501;0;3;159900
Toyota;Corolla;1;Benzinã;Automatã;1800;85;292000;1;3;75000
Volkswagen;Golf;7;Benzinã;Manualã;1200;75;122531;0;0;159000
Renault;Fluence;10;Motorinã;Manualã;1500;115;18045;2;7;325000
Renault;Clio;3;Motorinã;Manualã;1500;124;108154;0;3;138000
Volkswagen;Golf;1;Motorinã;Automatã;1600;75;156403;0;0;86500
Toyota;Auris;8;Benzinã;Automatã;1600;90;46591;4;3;170000
Fiat;Punto;9;Motorinã;Manualã;1200;252;63000;2;3;666900
Renault;Clio;2;Motorinã;Automatã;1500;115;41660;0;0;154000
Audi;A6;3;Benzinã;Automatã;2000;113;140000;0;0;294000
Opel;Astra;4;Benzinã;Manualã;1600;110;92330;0;0;199000
Mercedes;CLA;6;Motorinã;Automatã;1400;95;106334;1;5;110000
Renault;Megane;3;Motorinã;Automatã;1500;125;58474;0;2;174500
Fiat;Linea;3;Motorinã;Manualã;1200;88;30255;0;0;125500
Ford;Focus;2;Benzinã;Manualã;1600;75;62118;0;0;145000
Citroen;C-Elysee;1;Benzinã;Manualã;1200;88;29360;0;0;201000
Renault;Clio;2;Motorinã;Manualã;1500;110;57016;0;0;238000
Volkswagen;Polo;2;Benzinã;Automatã;1200;113;18625;0;0;253000
Renault;Megane;2;Motorinã;Automatã;1500;120;81845;0;0;187500
Renault;Megane;1;Motorinã;Automatã;1400;188;145000;0;0;315000
Ford;Focus;3;Motorinã;Automatã;1500;113;51481;0;1;330000
Mercedes;SLK;12;Benzinã;Automatã;1600;138;15584;0;0;385000
Mercedes;A;3;Motorinã;Automatã;1400;113;900;0;0;199900
Mercedes;B;1;Benzinã;Automatã;1200;125;43000;1;1;252900
Fiat;Egea;0;Motorinã;Automatã;1400;120;79382;0;0;269900
Volkswagen;Passat;4;Benzinã;Manualã;1400;120;62600;0;2;177900
Volkswagen;Passat;5;Motorinã;Automatã;1600;110;28803;0;0;199900
Ford;Focus;5;Motorinã;Automatã;1500;138;88400;0;0;134900
Volkswagen;Golf;2;Benzinã;Manualã;1000;138;22589;0;0;262900
Opel;Astra;8;Benzinã;Manualã;1400;113;10500;0;0;352900
Volkswagen;Golf;1;Benzinã;Automatã;1400;113;68901;0;0;324900
Volkswagen;Passat;1;Motorinã;Automatã;1400;95;118677;0;0;126500
Volkswagen;Passat;4;Motorinã;Automatã;1400;90;80639;0;0;126000
Fiat;Egea;2;Motorinã;Manualã;1200;120;84180;1;6;202900
Renault;Symbol;3;Motorinã;Manualã;1500;90;82499;0;1;185000
Ford;Focus;3;Motorinã;Automatã;1500;136;88226;0;0;189000
Renault;Clio;2;Motorinã;Automatã;1500;113;15930;0;2;193500
Opel;Astra;3;Motorinã;Automatã;1600;77;31000;0;1;121000
Opel;Corsa;0;Motorinã;Manualã;1400;105;177000;0;0;149000
Fiat;Punto;4;Benzinã;Manualã;1400;120;41000;0;0;189000
Volkswagen;Jetta;8;Motorinã;Automatã;1600;88;208000;2;1;64900
Fiat;Egea;2;Motorinã;Automatã;1600;83;123000;0;1;93500
Hyundai;Getz;10;Motorinã;Manualã;1500;95;117000;2;6;110000
Honda;City;13;Benzinã;Manualã;1300;120;76132;0;1;280000
Fiat;Linea;3;Motorinã;Manualã;1200;184;19551;0;2;620000
Volkswagen;Passat;5;Motorinã;Manualã;1600;140;65000;0;1;172900
Mercedes;C;0;Benzinã;Automatã;1500;156;97394;0;0;590000
Opel;Astra;5;Benzinã;Automatã;1400;184;8373;0;2;585000
Mercedes;E;3;Benzinã;Automatã;1600;116;13695;0;3;465000
Mercedes;C;0;Benzinã;Automatã;1500;116;13536;0;0;465000
Mercedes;A;0;Motorinã;Automatã;1500;116;6975;0;0;465000
Mercedes;A;0;Motorinã;Automatã;1500;88;139000;0;0;76500
Mercedes;A;0;Motorinã;Automatã;1500;102;200000;0;0;89000
Opel;Meriva;16;Benzinã;Manualã;1400;138;309222;0;1;72900
Volkswagen;Jetta;12;Benzinã;Manualã;1600;184;14142;0;0;575000
Volkswagen;Passat;20;Benzinã;Manualã;1600;88;169002;0;0;109750
Mercedes;C;0;Benzinã;Automatã;1500;105;118586;0;0;195000
Hyundai;Accent;6;Benzinã;Manualã;1200;75;141224;1;1;116500
Volkswagen;Golf;4;Motorinã;Automatã;1600;75;140416;0;2;116500
Renault;Clio;3;Motorinã;Manualã;1500;75;96800;0;0;126000
Renault;Clio;3;Motorinã;Manualã;1500;93;72823;0;0;114900
Renault;Clio;3;Motorinã;Manualã;1500;93;94000;0;0;114500
Peugeot;301;3;Motorinã;Manualã;1600;95;95947;0;1;134900
Peugeot;301;3;Motorinã;Manualã;1600;75;59503;0;0;150000
Fiat;Egea;3;Motorinã;Manualã;1200;110;59331;1;4;229000
Renault;Clio;2;Motorinã;Manualã;1500;115;58392;1;0;249000
Renault;Megane;2;Motorinã;Automatã;1500;127;9740;0;2;249000
Volkswagen;Golf;3;Motorinã;Automatã;1600;127;67000;0;0;168900
Hyundai;Elantra;1;Benzinã;Automatã;1600;88;415;0;0;150000
Hyundai;Elantra;2;Benzinã;Manualã;1600;116;47000;0;0;289000
Fiat;Egea;0;Benzinã;Manualã;1200;128;276000;0;0;121000
Audi;A3;3;Motorinã;Automatã;1600;127;137;0;0;269000
Hyundai;Accent;6;Motorinã;Automatã;1600;113;78780;0;0;246900
Hyundai;Elantra;0;Benzinã;Automatã;1600;136;111964;0;0;168000
Volkswagen;Jetta;5;Motorinã;Automatã;1400;88;51000;0;0;125000
Hyundai;Elantra;4;Motorinã;Automatã;1600;100;45000;1;1;136000
Hyundai;i20;5;Benzinã;Manualã;1200;115;70989;0;1;247000
Citroen;C-Elysee;2;Motorinã;Manualã;1600;136;59000;0;0;197900
Skoda;Octavia;3;Motorinã;Automatã;1600;90;55000;0;0;164900
Hyundai;Elantra;2;Motorinã;Automatã;1600;110;99000;0;1;209000
Renault;Clio;3;Motorinã;Automatã;1500;136;123573;0;0;140000
Renault;Megane;2;Motorinã;Automatã;1500;95;14000;0;1;158000
Hyundai;Accent;4;Motorinã;Manualã;1600;100;22000;0;0;138000
Dacia;Sandero;1;Motorinã;Manualã;1500;136;48000;0;0;234000
Citroen;C-Elysee;2;Motorinã;Manualã;1600;90;34245;0;1;193000
Hyundai;i30;3;Motorinã;Automatã;1600;120;92250;0;0;210000
Renault;Clio;1;Motorinã;Automatã;1500;93;104302;0;0;121500
Ford;Focus;4;Motorinã;Automatã;1500;75;266581;0;0;83900
Citroen;C-Elysee;3;Motorinã;Manualã;1600;100;68542;0;1;138750
Fiat;Punto;9;Motorinã;Manualã;1200;113;87400;0;0;146000
Hyundai;i20;5;Benzinã;Automatã;1400;97;161000;1;0;62000
Ford;Fiesta;6;Benzinã;Automatã;1400;113;228000;0;2;122000
Kia;Rio;15;Benzinã;Manualã;1500;110;125567;4;3;209750
Renault;Megane;8;Motorinã;Manualã;1400;113;23500;0;4;275900
Skoda;Octavia;4;Motorinã;Automatã;1600;85;80826;0;0;101500
Ford;Focus;0;Motorinã;Automatã;1400;90;60320;0;0;166500
Opel;Corsa;6;Benzinã;Manualã;1200;90;74716;0;0;166500
Renault;Clio;2;Motorinã;Automatã;1500;163;220000;0;0;372500
Renault;Clio;2;Motorinã;Automatã;1500;163;103500;0;0;192500
BMW;5;6;Benzinã;Automatã;1400;136;87123;0;0;302000
Volkswagen;VW;7;Benzinã;Automatã;1200;113;6000;0;2;279750
Opel;Insignia;3;Motorinã;Automatã;1600;113;20;0;1;276750
Toyota;Corolla;0;Benzinã;Automatã;1600;88;14033;0;0;164000
Skoda;Scala;0;Motorinã;Automatã;1400;110;66100;0;0;218750
Fiat;Egea;0;Motorinã;Manualã;1200;103;116000;0;0;109900
Renault;Megane;2;Motorinã;Automatã;1500;88;13133;0;1;165900
Suzuki;Swift;12;Benzinã;Automatã;1500;102;194000;0;8;114750
Nissan;Micra;3;Benzinã;Automatã;1200;240;224500;0;0;419750
Volkswagen;Jetta;13;Benzinã;Automatã;1600;75;127250;1;2;117500
Volkswagen;Passat;4;Motorinã;Automatã;2000;75;50000;0;1;127500
Ford;Fiesta;7;Motorinã;Manualã;1500;88;51700;0;4;207000
Renault;Clio;7;Benzinã;Manualã;1100;120;47500;0;0;385750
Toyota;Corolla;3;Motorinã;Manualã;1200;102;221500;0;1;119900
Volkswagen;Passat;2;Motorinã;Automatã;1600;93;104000;0;0;114900
Audi;A4;12;Benzinã;Manualã;1600;88;4314;0;0;179900
Citroen;C-Elysee;3;Motorinã;Manualã;1600;113;21280;0;0;210000
Renault;Clio;0;Benzinã;Automatã;1200;83;54600;0;0;120000
Honda;Civic;5;Benzinã;Automatã;1400;95;136000;0;0;118000
Peugeot;208;4;Benzinã;Manualã;1200;88;10480;0;0;175900
Ford;Focus;7;Motorinã;Manualã;1600;80;100;3;5;17500
Suzuki;Swift;0;Benzinã;Automatã;1200;102;185000;0;0;85750
Tofaþ;Þahin;26;Benzinã;Manualã;1600;90;56000;0;0;199750
Volkswagen;Bora;16;Benzinã;Automatã;1600;97;78000;0;5;88000
Toyota;Corolla;2;Motorinã;Automatã;1400;90;16954;1;6;179500
Hyundai;Getz;10;Benzinã;Manualã;1400;113;3023;0;0;231500
Opel;Corsa;1;Benzinã;Automatã;1400;113;15256;0;0;186500
Ford;Focus;0;Benzinã;Automatã;1400;75;33302;0;0;123500
Ford;Focus;3;Benzinã;Automatã;1400;125;95244;1;3;146500
Renault;Clio;5;Benzinã;Manualã;1100;135;45560;0;0;166500
Ford;Focus;7;Benzinã;Manualã;1600;113;22600;0;1;306500
Hyundai;i30;7;Benzinã;Manualã;1600;81;237000;1;2;56750
Ford;Focus;1;Motorinã;Automatã;1400;105;151850;0;0;119750
Fiat;Palio;14;Benzinã;Manualã;1200;75;48000;0;0;107500
Volkswagen;Jetta;10;Motorinã;Automatã;1600;125;60400;1;5;167000
Renault;Clio;6;Benzinã;Manualã;1100;90;116000;0;0;131000
Ford;Focus;3;Benzinã;Manualã;1600;90;108000;0;1;163900
Toyota;Auris;8;Motorinã;Manualã;1400;136;87501;0;2;179900
Volkswagen;Polo;5;Benzinã;Automatã;1200;63;44265;0;0;139900
Opel;Astra;3;Motorinã;Automatã;1600;120;95204;0;0;327900
Volkswagen;Polo;3;Benzinã;Manualã;1200;115;144038;0;0;112750
Volkswagen;Passat;4;Motorinã;Automatã;1600;113;118000;0;0;303900
Ford;Focus;9;Benzinã;Manualã;1600;110;123887;2;2;135750
Mercedes;CLA;6;Motorinã;Automatã;1400;78;106500;0;0;93750
Renault;Fluence;7;Motorinã;Automatã;1500;113;107000;1;5;229000
Hyundai;i20;8;Benzinã;Manualã;1200;156;84000;0;5;260000
Honda;Civic;2;Benzinã;Automatã;1400;136;103500;1;0;258500
Mercedes;C;8;Benzinã;Automatã;1600;112;176550;2;2;102500
Opel;Insignia;3;Motorinã;Automatã;1600;90;71100;0;4;125750
Peugeot;308;11;Motorinã;Automatã;1600;110;50501;1;3;177900
Seat;Ibiza;5;Motorinã;Manualã;1400;88;251000;1;3;79900
Volkswagen;Golf;4;Benzinã;Manualã;1200;85;119687;0;0;105500
Toyota;Yaris;10;Motorinã;Manualã;1400;132;76015;0;0;156000
Seat;Ibiza;7;Benzinã;Manualã;1400;136;78510;0;0;181500
Toyota;Corolla;2;Benzinã;Manualã;1600;75;34585;1;1;148750
Opel;Astra;3;Motorinã;Automatã;1600;120;91000;0;2;191500
Renault;Clio;1;Motorinã;Manualã;1500;152;79000;0;0;278000
Mazda;3;6;Benzinã;Automatã;1500;99;103639;0;0;136750
Volvo;S60;3;Benzinã;Automatã;1500;124;94608;0;0;126500
Toyota;Corolla;5;Benzinã;Manualã;1300;132;25000;0;0;182500
Toyota;Corolla;10;Benzinã;Manualã;1600;90;110000;1;0;96000
Toyota;Corolla;2;Benzinã;Manualã;1600;113;4500;0;0;298000
Dacia;Sandero;7;Benzinã;Manualã;900;125;55675;0;0;197750
Renault;Megane;0;Motorinã;Automatã;1400;125;70567;0;0;172750
Volkswagen;Golf;4;Benzinã;Manualã;1400;135;64415;0;0;156750
Ford;Focus;5;Benzinã;Manualã;1600;85;22975;0;0;167750
Hyundai;i30;7;Benzinã;Automatã;1600;115;160717;0;2;203750
Volkswagen;Polo;6;Benzinã;Automatã;1400;110;80700;0;0;188750
Volvo;S60;6;Motorinã;Automatã;1600;163;59000;1;1;483900
Volkswagen;Golf;4;Benzinã;Manualã;1200;252;48000;0;0;785900
Mercedes;C;4;Benzinã;Automatã;1400;113;0;3;0;438900
BMW;5;3;Benzinã;Automatã;2000;163;49000;0;1;399900
Skoda;SuperB;0;Motorinã;Automatã;1400;112;0;0;0;219900
BMW;5;6;Benzinã;Automatã;1400;90;82785;3;1;152500
Citroen;C3;0;Benzinã;Automatã;1200;90;57935;0;0;166500
Renault;Clio;2;Motorinã;Automatã;1500;110;28635;0;1;225500
Renault;Clio;2;Motorinã;Automatã;1500;110;81168;0;2;191500
Renault;Megane;3;Motorinã;Automatã;1500;100;34138;0;2;161500
Renault;Megane;3;Motorinã;Automatã;1500;115;51000;0;2;269750
Honda;Jazz;8;Benzinã;Automatã;1300;138;165500;0;0;269500
Volkswagen;Golf;1;Motorinã;Automatã;1600;110;130000;0;0;179750
Volkswagen;VW;4;Motorinã;Automatã;1800;110;71000;0;3;147750
Volkswagen;Golf;5;Motorinã;Manualã;1600;95;153501;0;3;126900
Fiat;Egea;3;Benzinã;Automatã;1600;105;106685;0;0;154900
Ford;Focus;7;Motorinã;Manualã;1600;156;193693;0;0;236750
Volkswagen;Jetta;5;Benzinã;Manualã;1200;95;69395;0;0;141750
Mercedes;C;9;Benzinã;Automatã;1800;122;112000;1;0;249000
Fiat;Egea;1;Motorinã;Manualã;1200;72;182000;0;0;59500
Volkswagen;Passat;4;Benzinã;Manualã;1400;163;94484;0;2;333900
Chevrolet;Kalos;15;Benzinã;Manualã;1200;95;47500;2;4;176500
BMW;3;4;Benzinã;Automatã;1400;96;39000;0;4;125000
Ford;Focus;3;Motorinã;Manualã;1600;110;49000;0;4;287500
Citroen;C3;8;Benzinã;Automatã;1400;110;64662;0;1;225000
Audi;A3;3;Motorinã;Automatã;1600;95;24000;0;1;146000
Renault;Megane;2;Motorinã;Automatã;1500;75;131000;0;0;77000
Fiat;Egea;3;Benzinã;Manualã;1400;88;12000;0;0;156500
Renault;Symbol;6;Benzinã;Manualã;1100;90;105000;1;5;146500
Fiat;Egea;0;Motorinã;Manualã;1200;95;99000;0;0;105000
Dacia;Sandero;2;Motorinã;Manualã;1500;163;93220;0;0;347000
Fiat;Linea;3;Motorinã;Manualã;1200;75;58291;0;4;136500
Mercedes;CLA;4;Benzinã;Automatã;1400;113;20000;0;0;289750
Renault;Clio;4;Motorinã;Manualã;1500;127;27442;0;2;179750
Toyota;Corolla;0;Benzinã;Automatã;1600;95;92456;0;0;98500
Hyundai;Elantra;1;Benzinã;Manualã;1600;84;56464;0;0;134750
Fiat;Linea;4;Motorinã;Manualã;1200;75;132036;0;5;115500
Hyundai;i20;3;Benzinã;Manualã;1200;90;61494;0;0;147500
Renault;Clio;4;Motorinã;Manualã;1500;105;163091;0;0;118500
Hyundai;i20;4;Motorinã;Manualã;1400;125;75232;1;0;179500
Renault;Megane;9;Motorinã;Manualã;1500;110;71937;0;0;187900
Honda;Civic;5;Benzinã;Automatã;1600;120;73388;0;0;261900
Renault;Megane;3;Motorinã;Automatã;1500;75;224000;0;0;105000
Skoda;SuperB;3;Motorinã;Automatã;1600;115;97000;0;0;143000
Renault;Clio;6;Motorinã;Manualã;1500;113;78000;1;0;192000
Opel;Astra;5;Benzinã;Manualã;1600;84;13140;0;0;159000
Honda;Civic;5;Benzinã;Automatã;1400;136;158000;0;1;155000
Kia;Rio;0;Benzinã;Manualã;1200;110;63054;0;0;189000
Opel;Astra;5;Motorinã;Manualã;1600;120;72358;1;2;193000
Renault;Fluence;4;Motorinã;Automatã;1500;88;11973;0;0;183000
Ford;Focus;3;Motorinã;Automatã;1500;110;49766;1;4;230000
Dacia;Lodgy;1;Motorinã;Manualã;1400;115;15818;0;0;250000
Renault;Megane;2;Motorinã;Automatã;1500;113;93400;0;0;141500
Volkswagen;Golf;1;Benzinã;Automatã;1000;138;53673;0;0;231500
Opel;Astra;4;Benzinã;Manualã;1400;113;29917;0;0;286500
Peugeot;308;1;Motorinã;Automatã;1400;88;23000;0;0;167000
Ford;Focus;0;Motorinã;Automatã;1400;90;128000;0;0;167000
Fiat;Egea;0;Motorinã;Manualã;1200;88;21000;0;0;219750
Volkswagen;Polo;3;Motorinã;Automatã;1400;120;145000;0;0;255750
Volkswagen;Polo;1;Motorinã;Automatã;1400;170;10000;0;0;579750
Volkswagen;Passat;5;Motorinã;Automatã;1600;190;117000;0;0;709750
BMW;3;0;Benzinã;Automatã;1600;110;136000;0;0;182900
Audi;A6;2;Motorinã;Automatã;2000;75;115850;1;0;134000
Renault;Megane;3;Motorinã;Automatã;1500;75;119000;0;4;141900
Volkswagen;Polo;3;Motorinã;Manualã;1400;163;64000;1;4;242000
Volkswagen;Polo;3;Motorinã;Manualã;1400;91;83000;0;1;115000
Volkswagen;VW;6;Benzinã;Automatã;1200;88;18180;0;1;159000
Citroen;C3;9;Motorinã;Manualã;1600;115;205000;0;0;129500
Fiat;Egea;0;Motorinã;Manualã;1200;102;97000;0;0;139000
Volkswagen;Passat;13;Benzinã;Automatã;1600;110;66000;0;1;92000
Peugeot;301;2;Motorinã;Manualã;1600;138;144000;0;4;330000
Renault;Clio;9;Benzinã;Automatã;1600;110;168000;3;0;104000
BMW;3;5;Benzinã;Automatã;1400;100;32000;2;1;174000
Ford;Focus;13;Motorinã;Manualã;1600;90;128000;0;0;133000
Hyundai;i20;3;Benzinã;Automatã;1400;113;82320;0;0;229500
Dacia;Sandero;2;Motorinã;Manualã;1500;113;189000;0;3;121500
Honda;Civic;3;Benzinã;Automatã;1400;84;13000;0;0;139900
Honda;Civic;10;Benzinã;Automatã;1400;90;146900;1;7;134000
Kia;Rio;0;Benzinã;Manualã;1200;136;108954;0;0;183750
Renault;Fluence;4;Motorinã;Manualã;1500;120;106405;0;5;189750
Hyundai;Elantra;4;Motorinã;Automatã;1600;120;21356;0;0;166750
Ford;Focus;4;Motorinã;Automatã;1500;110;127335;0;0;122750
Renault;Clio;2;Benzinã;Automatã;1200;93;90395;0;0;113750
Renault;Fluence;8;Motorinã;Automatã;1500;100;46525;0;2;179750
Citroen;C-Elysee;4;Motorinã;Manualã;1600;110;72000;0;0;319750
Hyundai;i20;1;Benzinã;Automatã;1400;115;26597;0;0;256750
Audi;A3;4;Motorinã;Automatã;1600;90;24480;0;0;136750
Renault;Megane;0;Motorinã;Automatã;1500;110;60672;0;0;186750
Hyundai;i20;3;Motorinã;Manualã;1400;140;72207;2;0;188750
Renault;Megane;3;Motorinã;Manualã;1500;115;308125;0;0;67750
Opel;Astra;3;Benzinã;Automatã;1400;100;94550;0;0;129750
Kia;Cerato;13;Motorinã;Manualã;1600;75;97567;0;5;122750
Hyundai;i20;7;Benzinã;Automatã;1400;110;173333;1;4;158750
Renault;Clio;5;Motorinã;Manualã;1500;96;79644;0;0;112000
Skoda;Octavia;4;Motorinã;Manualã;1600;138;0;1;0;217900
Ford;Fiesta;10;Benzinã;Automatã;1400;138;54383;1;7;256500
Renault;Clio;0;Benzinã;Automatã;1200;100;9960;0;0;156000
Renault;Talisman;2;Motorinã;Automatã;1400;115;113000;0;2;192000
Citroen;C-Elysee;0;Motorinã;Manualã;1500;136;88981;0;0;199500
Seat;Leon;3;Motorinã;Automatã;1600;90;68000;0;1;181000
Opel;Astra;5;Motorinã;Automatã;1600;128;92000;0;0;156000
Toyota;Corolla;3;Motorinã;Automatã;1400;110;123090;0;7;124500
Hyundai;Accent;3;Motorinã;Automatã;1600;120;102896;0;0;124000
Renault;Fluence;5;Motorinã;Automatã;1500;75;232473;1;8;83750
Opel;Meriva;9;Benzinã;Manualã;1400;113;114245;0;4;241500
